currentPrice,deliveryMethodList,deliveryTypeList,dirtyTicketInd,faceValue,isGA,listingAttributeCategoryList,listingAttributeList,listingId,listingPrice,quantity,row,score,seatNumbers,sectionId,sectionName,sellerOwnInd,sellerSectionName,splitOption,splitVector,ticketSplit,zoneId,zoneName,amount
"{'amount': 233.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,"[1, 6]","[101, 204]",1287923258,"{'amount': 190.0, 'currency': 'USD'}",3,15,0.0,"1,2,3",369755,100 Level - 111,0,100 Level - 111,0,[3],3,78442,100 Level,233.25
"{'amount': 233.31, 'currency': 'USD'}",[1],[1],False,,0,[1],[204],1285843841,"{'amount': 192.34, 'currency': 'USD'}",2,9,0.0,"7,8",369756,100 Level - 112,0,100 Level - 112,2,[2],1,78442,100 Level,233.31
"{'amount': 235.65, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 91.99, 'currency': 'USD'}",0,,,1287142005,"{'amount': 192.0, 'currency': 'USD'}",4,24,0.0,,369798,200 Level - 225,0,225,2,"[1, 2, 4]",1,78443,200 Level,235.65
"{'amount': 236.5, 'currency': 'USD'}",[1],[1],False,,0,[1],[201],1285915251,"{'amount': 195.0, 'currency': 'USD'}",2,7,0.0,,369758,100 Level - 114,0,114,2,[2],1,78442,100 Level,236.5
"{'amount': 236.5, 'currency': 'USD'}",[1],[1],False,,0,[1],[204],1285868307,"{'amount': 195.0, 'currency': 'USD'}",2,20,0.0,,369757,100 Level - 113,0,113,2,[2],1,78442,100 Level,236.5
"{'amount': 237.39, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1284874862,"{'amount': 193.45, 'currency': 'USD'}",2,22,0.0,"22,21",369753,100 Level - 109,0,100 Level - 109,0,[2],2,78442,100 Level,237.39
"{'amount': 237.7, 'currency': 'USD'}",[1],[1],False,"{'amount': 97.9, 'currency': 'USD'}",0,,[3288],1286780210,"{'amount': 196.0, 'currency': 'USD'}",4,8,0.0,,369759,100 Level - 115,0,115,1,"[2, 4]",2,78442,100 Level,237.7
"{'amount': 238.05, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 100.4, 'currency': 'USD'}",1,,,1285994622,"{'amount': 194.0, 'currency': 'USD'}",2,9,0.0,"7,8",1944112,Riser General Admission 1,0,1,2,[2],1,264527,Floor,238.05
"{'amount': 240.1, 'currency': 'USD'}",[1],[1],False,,0,,,1286061391,"{'amount': 198.0, 'currency': 'USD'}",2,3,0.0,"7,8",369797,200 Level - 224,0,200 Level - 224,0,[2],2,78443,200 Level,240.1
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,0,,,1285866671,"{'amount': 199.0, 'currency': 'USD'}",1,22,0.0,4,369799,200 Level - 226,0,200 Level - 226,0,[1],1,78443,200 Level,241.3
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,0,[1],[204],1285969049,"{'amount': 199.0, 'currency': 'USD'}",2,22,0.0,"10,11",369758,100 Level - 114,0,114,2,[2],1,78442,100 Level,241.3
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,0,,,1285976994,"{'amount': 199.0, 'currency': 'USD'}",1,7,0.0,2,369794,200 Level - 221,0,221,0,[1],1,78443,200 Level,241.3
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,1,,,1287451777,"{'amount': 199.0, 'currency': 'USD'}",1,12,0.0,General Admission,1944113,Riser General Admission 2,0,Riser General Admission 2,0,[1],1,264527,Floor,241.3
"{'amount': 241.3, 'currency': 'USD'}",[1],[1],False,,1,,,1287452039,"{'amount': 199.0, 'currency': 'USD'}",1,14,0.0,General Admission,1944113,Riser General Admission 2,0,Riser General Admission 2,0,[1],1,264527,Floor,241.3
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1285849161,"{'amount': 200.0, 'currency': 'USD'}",2,7,0.0,General Admission,369799,200 Level - 226,0,200 Level - 226,0,[2],2,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1285853534,"{'amount': 200.0, 'currency': 'USD'}",4,15,0.0,"1,2,3,4",369803,200 Level - 214,0,200 Level - 214,2,"[1, 2, 4]",1,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1286052608,"{'amount': 200.0, 'currency': 'USD'}",4,20,0.0,General Admission,369798,200 Level - 225,0,200 Level - 225,1,"[2, 4]",2,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1286110953,"{'amount': 200.0, 'currency': 'USD'}",2,24,0.0,"17,18",369795,200 Level - 222,0,222,1,[2],2,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,,,1286110392,"{'amount': 200.0, 'currency': 'USD'}",1,3,0.0,3,369803,200 Level - 214,0,214,2,[1],1,78443,200 Level,242.5
"{'amount': 242.5, 'currency': 'USD'}",[1],[1],False,,0,[1],[2361],1286116667,"{'amount': 200.0, 'currency': 'USD'}",2,4,0.0,,369807,200 Level - 218,0,218,1,[2],2,78443,200 Level,242.5
"{'amount': 242.85, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 100.4, 'currency': 'USD'}",1,,,1287103650,"{'amount': 198.0, 'currency': 'USD'}",2,16,0.0,"1,2",1944112,Riser General Admission 1,0,1,2,[2],1,264527,Floor,242.85
"{'amount': 244.05, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,[311],1285833199,"{'amount': 199.0, 'currency': 'USD'}",4,7,0.0,"12,13,14,15",369803,200 Level - 214,0,214,2,"[1, 2, 4]",1,78443,200 Level,244.05
"{'amount': 244.05, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1285207628,"{'amount': 199.0, 'currency': 'USD'}",2,21,0.0,General Admission,369753,100 Level - 109,0,100 Level - 109,0,[2],2,78442,100 Level,244.05
"{'amount': 244.05, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,"{'amount': 93.81, 'currency': 'USD'}",0,,,1284886434,"{'amount': 199.0, 'currency': 'USD'}",2,2,0.0,General Admission,369798,200 Level - 225,0,225,0,[2],2,78443,200 Level,244.05
"{'amount': 244.05, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1284854232,"{'amount': 199.0, 'currency': 'USD'}",2,11,0.0,General Admission,369749,100 Level - 105,0,105,1,[2],2,78442,100 Level,244.05
"{'amount': 244.05, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1287014089,"{'amount': 199.0, 'currency': 'USD'}",1,23,0.0,General Admission,369799,200 Level - 226,0,226,0,[1],1,78443,200 Level,244.05
"{'amount': 245.23, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,1,,,1285868306,"{'amount': 199.98, 'currency': 'USD'}",2,8,0.0,,1944112,Riser General Admission 1,0,1,2,[2],1,264527,Floor,245.23
"{'amount': 245.24, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1285999209,"{'amount': 199.99, 'currency': 'USD'}",1,11,0.0,PTBM,369748,100 Level - 104,0,104,0,[1],1,78442,100 Level,245.24
"{'amount': 245.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,[6],[101],1285290614,"{'amount': 200.0, 'currency': 'USD'}",4,21,0.0,General Admission,369796,200 Level - 223,0,200 Level - 223,0,[4],4,78443,200 Level,245.25
"{'amount': 245.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1285853444,"{'amount': 200.0, 'currency': 'USD'}",4,11,0.0,General Admission,369757,100 Level - 113,0,100 Level - 113,2,"[1, 2, 4]",1,78442,100 Level,245.25
"{'amount': 245.25, 'currency': 'USD'}","[22, 23, 24, 25]",[5],False,,0,,,1286713642,"{'amount': 200.0, 'currency': 'USD'}",2,6,0.0,,369787,200 Level - 207,0,207,2,[2],1,78443,200 Level,245.25
"{'amount': 245.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,,1285894658,"{'amount': 200.0, 'currency': 'USD'}",2,11,0.0,"9,10",369764,100 Level - 120,0,100 Level - 120,0,[2],2,78442,100 Level,245.25
"{'amount': 245.25, 'currency': 'USD'}","[22, 23, 24]",[5],False,,0,,[14554],1287223060,"{'amount': 200.0, 'currency': 'USD'}",3,9,0.0,"1,2,3",369802,200 Level - 213,0,200 Level - 213,2,"[1, 3]",1,78443,200 Level,245.25
